label,text
,"Hey Folks,

I am a graduate from SJSU looking to share a house near Sunnyvale/SantaClara/Milpitas. Interested folks can ping me so that we can have a chat about the rest. Cheers !"
,"*permanent accommodation available for 1 female 
in master bedroom of 2 bed 2 bath apartment at Avalon at Cahill Park

From aug 22-oct 22
Rent - $696 + utilities 

Location: 754 The Alameda, ( Avalon at Cahill Park) 

*In-house Facilities* : Washer and Dryer, Fridge, Dishwasher, Oven, Microwave , Centralized AC/ Heater

*Community Facilities* : Gym, Swimming pool, Lounge area

VTA bus stop right opposite apartment, Whole Foods market beside apartment, Diridon station at walkable distance 

Contact me for more details"
,"Hello all,

I & my brother are looking for a private room and a bathroom (preferably in a townhouse) in a shared unit starting August 1st. Our budget is up to $1300. I need a parking spot as well. I'm a working professional, clean guy, who mostly won't stay at home except for the weekends. I would keep to myself most of the time yet I'm very friendly and would love to hang out and make friends and chill. have no other preferences. I'm looking for a place somewhere close to north San Jose or Milpitas. I'm open to starting a new lease as well.

Please do let me know if you have anything.

Thanks,
Harsha."
,"Hello, I am an incoming 4th year sjsu student looking for room to rent. I am looking to move in mid august. Please reach out with any availability."
,"Hi ,
I am Rushank and i just started working in bay area at Apple.
I am looking for place to rent starting Mid July / Early August. (cupertino/Santa Clara/San Jose).
I am looking for private room with an attached bathroom or starting a new lease with new apartment.  (preferably 2b2b)
About me:
I am vegeterian , non-smoker and looking for people who like to keep the place clean.
I like to play badminton and enjoy doing hikes. I love playing board games and cards.
Anyone who is in the same boat as me looking for a place or someone who already has an apartment and looking for a rommate please message me"
,"Hi everyone!l I am looking for a shared room with my budget being 700 including utilities! I’m in an MSW program and I am very busy people throughout the day since I also work! I’m chill and just want a space I can use to study 😁 I have lived with roommates/ an apartment before so I’m familiar with living spaces and cleaning arrangements! I’m looking to move in August 1st, so i’m urgently looking for a space!"
,"Hi everyone, i’m a junior transfer international student at SJSU
and i’m looking for a single room( also i’m open to shared room as well). The budget that i’m hoping for is around 600-800. i would like to move in first of August(8/1) if possible. if anyone has a open spot for housing or want to share bedroom together, send me a message or comment down below. 

About Me 

-Software Engineering major (anyone who is same major as mine, is always open to live with me) -Hobbies: video games Basketball, volleyball, swimming, reading, drawing, play guitar 

- Easygoing, kind, generous"
,"Temporary accommodation available for 1 at 101 San Fernando.

Availability - 20th July to 14 August(flexible)

Rent is 510 + utilities 

It is a 3 bed 2 bath

The apartment is right in front of the SJSU. VTA bus stop is 2 min walk from the apartment 

In-house Facilities :
Fully Equipped Kitchen(Fridge, oven and microwave), washer and dryer, Dishwasher

Grocery stores : Bargain 2 mins walk

SJSU and MLK Library : 2 mins walk

Contact: +1 4085928844"
,"URGENT!!

Looking for someone to take over my lease from August 1st - July 2024 at The Grad.

$1674 per month (including utilities + all amenities the building provides for its residents)

- D2 floor plan on the 14th floor (4bed/4bath)
- great view of downtown
- single room + personal bathroom
- downtown location, 3 minute walk to SJSU
- in unit washer + dryer
- fully furnished

Please message me if ur interested."
,"URGENT!!
Hi everyone I have a space available at the Grad San Jose 5 min walk from sjsu. 

August 2023-July 2024 
3b/3b private room, walk in closet and bathroom 
C1 unit 
5th floor 
Fully Furnished 
1525 a month (includes full access to all amenities) 

Please message me for more information and if interested."
,"I’m entering my final year at SJSU studying Legal Studies and desperately looking for an open private room preferably close to campus. I currently live in Japantown and love it but unfortunately my housemates are all moving out at the end of our current lease. My budget is $1100 & would prefer to live with a clean, social, and responsible group. August 1st move in would be ideal. Thanks in advance!"
,https://www.facebook.com/marketplace/item/279048261311104/?mibextid=6ojiHh
,"girls only!!
Relet Available for san jose grad! looking for someone to relet my lease for next semester URGENTLY!

*offering to help pay first month rent! 
*no deposit required for lease

term begins this august 19 and ends july 31 2024!
-layout is C1 floorplan (3 bedroom)
-provided your own space/closet/personal bathroom! (you'll have 2 other female roommates)
-located at The Grad right down the street from SJSU
-rent is $1,747 monthly (includes all the other amenities that comes inclusive with the grad... pool, gym, lounges, etc!)
-RENT at the grad is also per person evenly and can't be split to ensure everyone only worries about their own rent rather than their roommates ($1,747 monthly) will help 1st rent.

contact number: 5593083721"
,"Renting 1 room. Woman preferred.

 I couldn’t edit my pending post, so I’ve attached a picture of it here. 😊"
,"Hi everyone. I’m looking for a private bedroom and private bathroom walking distance from the SJSU campus from August. My budget is within $1200. My requirements would be - all girls apartment, no pets and no party apartment is ideal. A parking space would be great if possible. Also, I would like to sign a month-to-month lease. Please message me if something is available!"
,Hello everyone! Fellow San Jose state student here. I am wondering if anyone has any leads to a single one bed apartment? Or anyone that is renting out a room? Having trouble finding and ALL FEMALE and safe environment. Any help is appriciated. :)
,"🏢📣 Seeking Off-Campus Housing near SJSU 🎓🏠

Hello everyone! As I enter my senior year at SJSU, I'm excitedly searching for off-campus housing options that meet my requirements. Here's what I'm looking for:

🛌 Private room (preferably with a private bathroom, but open to sharing)
🚗 Parking space (mandatory)
💲 Budget: $1100 per month (flexible)
🗓 Move-in: Mid-August (open to lease term flexibility)
💰 Financial readiness: I have three months of rent saved up, and a co-signer available if needed.

If you or someone you know has a suitable rental available, I would greatly appreciate any leads or suggestions. Please feel free to message me or leave a comment below. 📩✉️

Thank you in advance for your help, and I look forward to hearing from you soon! 🏠🎉 #SJSU #OffCampusHousing #SeniorYear"
,"Good morning, I am an incoming transfer student to SJSU and am looking to move in to a room sometime around August 15. My budget is around $1000. Please feel free to message me if you are looking for a roommate or renting out a space. Thank you and have a great day."
,"Hi my name is Alejandro, I am a junior and I am looking for a place to rent for the fall semester. Preferably located close to campus, or near the airport. Would prefer my own space/room. Budget is under $1000"
